,x,y
0,4.953983850198091,-1664.6519255802966
1,5.216535671488382,-5148.331727000908
2,5.700456838153288,-485.46240684794856
3,4.09538637243081,3231.7412005240058
4,7.474171407969667,2919.845021680049
5,4.863481464834853,2214.597357256707
6,6.35187897775994,-7665.840966533325
7,3.4640246537936514,2202.908496363135
8,4.904894370383862,6462.334802412236
9,3.9512139994235405,-9894.697725845668
10,6.025052567889743,8248.057380044855
11,4.587513145842683,1349.3477376918463
12,6.871037563950449,-8163.04684727403
13,4.089246931965087,-4314.143004583233
14,5.493336328431332,-4504.384752881527
15,4.88720207302905,-3699.7690634383766
16,4.4645952521783165,-2153.7893986377608
17,3.277956505118011,-292.1008704899387
18,3.9050214744298817,901.1630083936699
19,3.4614491874996633,2644.8545917994848
20,5.187491119664945,-3426.6753997122437
21,4.3189019215086875,-1367.5143108772295
22,5.43775373970852,-734.3800298593109
23,5.1097132369627785,-1346.9154842430958
24,4.529055357087119,-2878.9242097833817
25,4.2617926470496865,-6483.440086582322
26,4.083650901417399,980.7077969160188
27,7.415099032847145,-3161.92541376929
28,3.5753319490340916,4533.982284311016
29,5.933196331559868,569.0922889564144
30,5.332528533474407,366.58118611897623
31,5.106671099003078,-3630.1830062371664
32,5.732073383888102,2009.3012837556578
33,4.263127758400923,1801.6799431115942
34,6.80189700265599,5365.7778723605325
35,4.626825601762277,5129.649968575475
36,5.8894975569880375,-3368.0332144583695
37,5.49347897708205,1726.3355547252554
38,4.0565069780302885,3333.1977674678537
39,5.364956012358942,-3609.3195935099457
40,6.8823154724250575,-5583.634125422775
41,4.1148163757006735,-5829.006166423225
42,5.542219062945619,-8675.300967076957
43,4.607159500498322,-8897.143469990227
44,5.39780443313471,5724.314135789771
45,6.630353933533645,13640.861649869943
46,5.375763483086421,-2984.582956218004
47,4.6266666859694325,2320.909895739492
48,5.383494917115492,900.0791388642699
49,7.446734781066676,-2074.8243090462634
50,5.441374564289241,6802.825567335469
51,5.978597726419899,4480.022184772442
52,5.1881289789694796,1405.7853045905754
53,5.385504809256393,-3659.076494508643
54,5.399684428524078,8198.932857437647
55,5.833905052406298,1723.0231948560313
56,3.6045265204270867,637.0924758985249
