,t0,target_1,target_2
0,-0.04601614980190938,-0.4621791311969835,13.648960180662524
1,0.2165356714883817,-1.0705472602618453,12.970487365082551
2,0.7004568381532881,0.5790912364413009,15.696136021678587
3,-0.9046136275691898,-0.09667832743818838,14.50340584978258
4,2.474171407969667,3.204132663389679,22.09476496956373
5,-0.13651853516514656,0.41713080414903014,15.443619696351968
6,1.3518789777599398,-0.5645812638733914,14.504558629933289
7,-1.5359753462063486,-0.9852482221155648,12.71756507124985
8,-0.09510562961613811,1.520478070986921,18.555174706505333
9,-1.0487860005764595,-3.5224604320378767,10.531571443311282
10,1.0250525678897429,3.0870669129009567,22.902702985984305
11,-0.4124868541573168,-0.0751499197343552,14.384403773772663
12,1.8710375639504493,-0.16972414786805823,15.412844842228159
13,-0.9107530680349134,-1.9892888191807216,11.266121172200195
14,0.4933363284313321,-0.6327598597890496,13.65494657197527
15,-0.11279792697095026,-1.0377401928305443,12.788865543672552
16,-0.5354047478216835,-1.0738520974811236,12.554589302270795
17,-1.722043494881989,-1.7950687125044735,11.233689547974942
18,-1.0949785255701183,-0.8696877734717008,12.851486912283537
19,-1.5385508125003367,-0.8773371645504655,12.953458767399766
20,0.18749111966494514,-0.6691777302631158,13.426588878472897
21,-0.6810980784913125,-1.02297665621062,12.59375910006496
22,0.43775373970852005,0.25415873224369234,15.02488926863476
23,0.10971323696277846,-0.22701563409799547,14.08513824139826
24,-0.4709446429128814,-1.1906756953587267,12.415823306790786
25,-0.7382073529503135,-2.359067374595894,11.126541301527162
26,-0.916349098582601,-0.6711721493535964,13.220736427629571
27,2.415099032847145,1.6246176794048226,18.20063185027512
28,-1.4246680509659084,-0.29117247988815453,14.311576844423977
29,0.9331963315598681,1.0754694037989718,16.772674739574022
30,0.3325285334744068,0.4241738300041509,15.368859661927148
31,0.10667109900307814,-0.8008746525562135,13.209482503150273
32,0.7320733838881024,1.2343987048270169,17.19687064431881
33,-0.7368722415990767,-0.28645225582117817,13.996164426920597
34,1.8018970026559904,3.1433414707461234,22.314584479954373
35,-0.37317439823772336,0.9092380939061455,16.894522118955294
36,0.8894975569880375,0.04748925337344512,14.807897424672264
37,0.4934789770820496,0.9250628657633635,16.491579257978945
38,-0.9434930219697115,-0.11019358010274805,14.489143490248829
39,0.3649560123589417,-0.5373738860185447,13.698389070952155
40,1.8823154724250575,0.4864069410693639,16.081041241744256
41,-0.8851836242993265,-2.342435165905133,11.000904535490385
42,0.5422190629456187,-1.6266061788236206,12.922513287252098
43,-0.3928404995016779,-2.617126366999235,11.434916594190598
44,0.39780443313471014,1.828882967082153,19.106642955990175
45,1.6303539335336454,5.040569346001131,30.610743373016128
